paper;sample;variable;group;nClusters;n;mean;sd;SE;decimalM;decimalSD;pReported;discreteItemsCount;nPerCellAssumed;notes
1314;1;8;1;;9;0;0;;2;2;;1;;
1314;1;8;2;;9;2.66;7.63;;2;2;;1;;
1314;1;9;1;;9;29;14.92;;2;2;;NA;;
1314;1;9;2;;9;28.44;14.77;;2;2;;NA;;
1314;1;10;1;;9;13.33;8.3;;2;2;;NA;;
1314;1;10;2;;9;13.77;6.96;;2;2;;NA;;
1314;1;11;1;;9;0.44;0.88;;2;2;;NA;;
1314;1;11;2;;9;0;0;;2;2;;NA;;
1314;1;12;1;;9;17.88;7.88;;2;2;;NA;;
1314;1;12;2;;9;19.33;8.7;;2;2;;NA;;
1314;1;13;1;;9;28.78;10.87;;2;2;;NA;;
1314;1;13;2;;9;27.78;12.5;;2;2;;NA;;
1314;1;14;1;;9;28.22;6.96;;2;2;;NA;;
1314;1;14;2;;9;27.44;5.55;;2;2;;NA;;
1326;1;1;1;;60;44.82;9.02;;2;2;;NA;;There is 16 other baseline variables reported in the study. but V1 is the only one that is reported for the whole randomised sample
1326;1;1;2;;59;44.08;10.48;;2;2;;NA;;
1326;1;1;3;;55;44.18;9.51;;2;2;;NA;;
1327;1;1;1;;23;59.74;4.14;;2;2;0.17;NA;;
1327;1;1;2;;22;62;6.52;;2;2;0.17;NA;;
1327;1;2;1;;20;14.05;2.04;;2;2;0.589;1;;
1327;1;2;2;;15;14.53;3.2;;2;2;0.589;1;;
1327;1;3;1;;23;14.93;12.36;;2;2;0.773;1;;
1327;1;3;2;;21;13.93;10.43;;2;2;0.773;1;;
1327;1;4;1;;23;358.97;65.3;;2;2;0.603;1;;
1327;1;4;2;;21;369.43;67.23;;2;2;0.603;1;;
1327;1;5;1;;23;81.53;7.17;;2;2;0.505;NA;;
1327;1;5;2;;21;79.75;10.26;;2;2;0.505;NA;;
1327;1;6;1;;23;313.77;56.01;;2;2;0.734;1;;
1327;1;6;2;;22;319.89;63.77;;2;2;0.734;1;;
1327;1;7;1;;23;68.41;12.01;;2;2;0.608;NA;;
1327;1;7;2;;22;66.53;12.48;;2;2;0.608;NA;;
1327;1;8;1;;23;17.96;13.38;;2;2;0.26;NA;;
1327;1;8;2;;22;13.41;13.36;;2;2;0.26;NA;;
1327;1;9;1;;21;45.23;11.09;;2;2;0.033;NA;;
1327;1;9;2;;21;37.07;12.76;;2;2;0.033;NA;;
1327;1;10;1;;23;36.88;10.62;;2;2;0.179;NA;;
1327;1;10;2;;21;33.1;7.25;;2;2;0.179;NA;;
1327;1;11;1;;23;40.97;9.78;;2;2;0.059;NA;;
1327;1;11;2;;22;35.78;7.98;;2;2;0.059;NA;;
1327;1;12;1;;22;6.56;4.94;;2;2;0.813;NA;;
1327;1;12;2;;22;6.18;5.44;;2;2;0.813;NA;;
1327;1;13;1;;23;1.05;0.33;;2;2;0.157;NA;;
1327;1;13;2;;21;0.87;0.48;;2;2;0.157;NA;;
1327;1;14;1;;20;0.54;0.08;;2;2;0.443;NA;;
1327;1;14;2;;22;0.56;0.09;;2;2;0.443;NA;;
1327;1;15;1;;23;99.4;0.99;;2;2;0.018;NA;;
1327;1;15;2;;22;98.18;1.99;;2;2;0.018;NA;;
1327;1;16;1;;23;2.98;0.68;;2;2;0.673;NA;;
1327;1;16;2;;22;20.89;0.78;;2;2;0.673;NA;;"""20.89"" might be a typo. especially as they report p = 0.673"
1327;1;17;1;;23;2.32;1.12;;2;2;0.462;NA;;
1327;1;17;2;;22;2.59;1.26;;2;2;0.462;NA;;
1327;1;18;1;;23;48.58;10.45;;2;2;0.497;NA;;
1327;1;18;2;;22;46.52;9.66;;2;2;0.497;NA;;
1327;1;19;1;;23;44.97;10.5;;0;0;0.496;NA;;
1327;1;19;2;;22;46.52;9.66;;0;0;0.496;NA;;
1329;1;1;1;;29;38.7;14.3;;1;1;0.46;NA;;
1329;1;1;2;;30;34.1;12.4;;1;1;0.46;NA;;
1329;1;1;3;;29;35.7;13.4;;1;1;0.46;NA;;
1329;1;2;1;;29;12.2;13.7;;1;1;0.87;NA;;
1329;1;2;2;;30;12.8;11.2;;1;1;0.87;NA;;
1329;1;2;3;;29;13.8;10.9;;1;1;0.87;NA;;
1329;1;3;1;;29;71.7;11.9;;1;1;0.48;NA;;
1329;1;3;2;;30;75.9;15.6;;1;1;0.48;NA;;
1329;1;3;3;;29;74.5;12.5;;1;1;0.48;NA;;
1329;1;4;1;;29;69.4;12.7;;1;1;0.42;NA;;
1329;1;4;2;;30;73.7;13.4;;1;1;0.42;NA;;
1329;1;4;3;;29;70.3;13.4;;1;1;0.42;NA;;
1329;1;5;1;;29;16.2;9.5;;1;1;0.2;NA;;
1329;1;5;2;;30;18.2;9.2;;1;1;0.2;NA;;
1329;1;5;3;;29;20.7;9.7;;1;1;0.2;NA;;
1329;1;6;1;;29;3.1;3.4;;1;1;0.99;NA;;
1329;1;6;2;;30;3.2;2.4;;1;1;0.99;1;;
1329;1;6;3;;29;3.2;2.4;;1;1;0.99;1;;
1334;1;1;1;;68;14.7;1.3;;1;1;;NA;;
1334;1;1;2;;83;14.9;1.5;;1;1;;NA;;
1334;1;2;1;;68;4.1;12.3;;1;1;;1;;
1334;1;2;2;;83;3;7.7;;1;1;;1;;
1334;1;3;1;;68;0.8;1.5;;1;1;;1;;
1334;1;3;2;;83;0.8;1.4;;1;1;;1;;
1334;1;4;1;;68;8.5;25.9;;1;1;;1;;
1334;1;4;2;;83;5.5;11.9;;1;1;;1;;
1334;1;5;1;;68;2.5;9.4;;1;1;;1;;
1334;1;5;2;;83;2.8;6.6;;1;1;;1;;
1334;1;6;1;;68;2.4;2;;1;1;;1;;
1334;1;6;2;;83;2.8;2.4;;1;1;;1;;
1339;1;1;1;;2216;90.95;12.14;;2;2;;NA;;
1339;1;1;2;;1324;90.27;11.71;;2;2;;NA;;
1339;1;2;1;;2216;2.56;1.81;;2;2;;NA;;
1339;1;2;2;;1324;2.58;1.61;;2;2;;NA;;
1339;1;3;1;;2216;236.02;31.38;;2;2;;1;;
1339;1;3;2;;1324;236.13;27.06;;2;2;;1;;
1339;1;4;1;;2216;29.37;8.06;;2;2;;NA;;
1339;1;4;2;;1324;29.08;6.31;;2;2;;NA;;
1345;1;1;1;;39;5.61;1.63;;2;2;;;;
1345;1;1;2;;40;5.27;1.75;;2;2;;;;
1345;1;2;1;;39;1.15;0.49;;2;2;;;;
1345;1;2;2;;40;1.55;0.93;;2;2;;;;
1345;1;3;1;;39;6.67;2.42;;2;2;;;;
1345;1;3;2;;40;7.22;2.38;;2;2;;;;
1345;1;4;1;;39;1.61;1.44;;2;2;;;;
1345;1;4;2;;40;1.45;1.28;;2;2;;;;
1345;1;5;1;;39;0.13;0.34;;2;2;;;;
1345;1;5;2;;40;0.22;0.42;;2;2;;;;
1348;1;1;1;10;153;13.3;0.5;;1;1;;;;
1348;1;1;2;10;151;13.2;0.5;;1;1;;;;
1348;1;2;1;10;153;115.1;48.2;;1;1;;;;
1348;1;2;2;10;151;116.3;50.1;;1;1;;;;
1370;1;1;1;;40;52.4;4.2;;1;1;>0.05;;;
1370;1;1;2;;40;54.3;5.3;;1;1;>0.05;;;
1370;1;2;1;;40;36.4;5.1;;1;1;>0.05;;;
1370;1;2;2;;40;35.9;4.9;;1;1;>0.05;;;
1370;1;3;1;;40;13.6;2.4;;1;1;>0.05;;;
1370;1;3;2;;40;14.1;2.1;;1;1;>0.05;;;
1370;1;4;1;;40;3;0.98;;1;2;>0.05;;;
1370;1;4;2;;40;2.9;1;;1;2;>0.05;;;
1370;1;5;1;;40;13.5;1.98;;1;2;>0.05;;;
1370;1;5;2;;40;13.2;1.38;;1;2;>0.05;;;
1370;1;6;1;;40;6.7;0.9;;1;2;>0.05;;;
1370;1;6;2;;40;6.6;0.51;;1;2;>0.05;;;
1370;1;7;1;;40;10.2;1.25;;1;2;>0.05;;;
1370;1;7;2;;40;9.9;0.96;;1;2;>0.05;;;
1370;1;8;1;;40;8.2;1.08;;1;2;>0.05;;;
1370;1;8;2;;40;8.3;0.76;;1;2;>0.05;;;
1370;1;9;1;;40;38.5;2.66;;1;2;>0.05;;;
1370;1;9;2;;40;38;1.94;;1;2;>0.05;;;
1374;1;1;1;;42;25.7;6;;1;1;;NA;;
1374;1;1;2;;37;25.8;5.8;;1;1;;NA;;
1374;1;1;3;;37;25.3;4.9;;1;1;;NA;;
1374;1;2;1;;42;143.4;28.9;;1;1;;34;;
1374;1;2;2;;37;134.3;22.5;;1;1;;34;;
1374;1;2;3;;37;137.7;25.9;;1;1;;34;;
1374;1;3;1;;42;43.9;13.1;;1;1;;19;;
1374;1;3;2;;37;41.3;12;;1;1;;19;;
1374;1;3;3;;37;43.2;13.2;;1;1;;19;;
1374;1;4;1;;42;36.1;7.4;;1;1;;9;;
1374;1;4;2;;37;34.7;7.7;;1;1;;9;;
1374;1;4;3;;37;36.2;7.7;;1;1;;9;;
1374;1;5;1;;42;19.4;3.3;;1;1;;5;;
1374;1;5;2;;37;18;3.2;;1;1;;5;;
1374;1;5;3;;37;18.6;2.9;;1;1;;5;;
1374;1;6;1;;42;102.2;19.6;;1;1;;28;;
1374;1;6;2;;37;94;19.2;;1;1;;28;;
1374;1;6;3;;37;94;24.6;;1;1;;28;;
1374;1;7;1;;42;3.6;0.8;;1;1;;10;;
1374;1;7;2;;37;3.3;0.8;;1;1;;10;;
1374;1;7;3;;37;3.5;0.8;;1;1;;10;;
1374;1;8;1;;42;24.8;11.7;;1;1;;21;;
1374;1;8;2;;37;21.3;11.8;;1;1;;21;;
1374;1;8;3;;37;20.8;10.9;;1;1;;21;;
1374;1;9;1;;42;27.8;5.4;;1;1;;10;;
1374;1;9;2;;37;26;4.6;;1;1;;10;;
1374;1;9;3;;37;26.1;5.7;;1;1;;10;;
1393;1;1;1;;15;11.4;0.58;;1;2;;NA;;
1393;1;1;2;;15;11.5;0.58;;1;2;;NA;;
1393;1;1;3;;12;11.1;0.58;;1;2;;NA;;
1393;1;2;1;;15;2.8;0.8;;1;1;;29;;
1393;1;2;2;;15;2.7;0.6;;1;1;;29;;
1393;1;2;3;;12;3.7;0.5;;1;1;;29;;
1393;1;3;1;;15;1.2;0.7;;1;1;;NA;;
1393;1;3;2;;15;1.3;0.6;;1;1;;NA;;
1393;1;3;3;;12;1.5;0.6;;1;1;;NA;;
1393;1;4;1;;15;14.5;6.3;;1;1;;NA;;
1393;1;4;2;;15;11.7;4.9;;1;1;;NA;;
1393;1;4;3;;12;15.6;9;;1;1;;NA;;
1393;1;5;1;;15;3;0.9;;1;1;;NA;;
1393;1;5;2;;15;2.7;0.7;;1;1;;NA;;
1393;1;5;3;;12;2.8;0.9;;1;1;;NA;;
1397;1;1;1;;23;10.56;0.99;;2;2;;NA;;Only included data from Table 1. N not reported / unclear in Table 2 which also reports baseline data.
1397;1;1;2;;23;10.75;1.04;;2;2;;NA;;
1397;1;1;3;;25;10.54;1.26;;2;2;;NA;;
1397;1;2;1;;23;29.29;17.45;;2;2;;NA;;
1397;1;2;2;;23;27.46;12.19;;2;2;;NA;;
1397;1;2;3;;25;32.23;17.71;;2;2;;NA;;
1397;1;3;1;;23;107.5;27.3;;1;1;;NA;;
1397;1;3;2;;23;101;27.2;;1;1;;NA;;
1397;1;3;3;;25;105.6;21.2;;1;1;;NA;;
1397;1;4;1;;23;11.5;8.27;;2;2;;NA;;
1397;1;4;2;;23;8.62;5.8;;2;2;;NA;;
1397;1;4;3;;25;10.25;7.82;;2;2;;NA;;
1397;1;5;1;;23;21.59;4.3;;2;1;;NA;;
1397;1;5;2;;23;20.46;3.3;;2;1;;NA;;
1397;1;5;3;;25;20.71;3.8;;2;1;;NA;;
1398;1;1;1;;12;26.1;8.1;;1;1;;NA;;
1398;1;1;2;;10;30.1;5.5;;1;1;;NA;;
1398;1;2;1;;12;5.3;0.9;;1;1;;NA;;
1398;1;2;2;;10;5;0.7;;1;1;;NA;;
1398;1;3;1;;12;100.7;14.2;;1;1;;NA;;
1398;1;3;2;;10;96.6;15.1;;1;1;;NA;;
1398;1;4;1;;12;9.8;11.2;;1;1;;1;;
1398;1;4;2;;10;8.3;5.3;;1;1;;1;;
1398;1;5;1;;12;27.1;19.3;;1;1;;1;;
1398;1;5;2;;10;27;21;;1;1;;1;;
1398;1;6;1;;12;64.3;46.8;;1;1;;1;;
